ingredient_name,category_id,category_name,quantity_kg,shelf_life_days,calories_per_100,purchase_days_ago,days_until_expiry,storage_location,storage_temp_c,waste_quantity_kg,waste_ratio,risk_level,risk_code,consumption_frequency,user_is_vegetarian,waste_reason
Mollë,2,Fruta,4.98,21,52,19,2,Kuzhinë,20.0,4.98,1,high,2,4,0,other
Kastravec,1,Perime,5.56,7,16,2,3,Raft,20.0,1.774,0.319,medium,1,5,0,spoiled
Mollë,2,Fruta,9.34,21,52,7,19,Frigorifer,4.0,0.785,0.084,low,0,18,0,other
Domate,1,Perime,9.39,7,18,0,9,Kuzhinë,20.0,0.0,0,low,0,14,0,none
Karrota,1,Perime,6.83,30,41,14,20,Ngrirës,-18.0,0.0,0,low,0,2,0,none
Mish viçi,3,Mish,5.37,4,250,2,-1,Kuzhinë,20.0,4.258,0.793,high,2,7,0,expired
Kos,4,Bulmet,8.1,7,61,3,7,Ngrirës,-18.0,5.046,0.623,medium,1,6,0,overcooked
Patate,1,Perime,6.3,45,77,6,36,Kuzhinë,20.0,0.076,0.012,low,0,14,0,none
Kos,4,Bulmet,7.99,7,61,5,3,Qilar,20.0,2.421,0.303,medium,1,2,0,spoiled
Patate,1,Perime,7.78,45,77,39,10,Frigorifer,4.0,2.101,0.27,low,0,15,0,expired
Qepë,1,Perime,9.18,30,40,12,20,Ngrirës,-18.0,2.552,0.278,low,0,2,1,expired
Banane,2,Fruta,6.15,6,89,3,1,Frigorifer,4.0,2.786,0.453,high,2,2,0,overcooked
Majdanoz,6,Erëza,3.88,5,36,0,8,Raft,20.0,0.469,0.121,low,0,1,1,other
Vezë,3,Mish,7.97,21,155,19,0,Qilar,20.0,6.392,0.802,high,2,1,1,overcooked
Kos,4,Bulmet,2.01,7,61,1,3,Ngrirës,-18.0,0.511,0.254,medium,1,19,0,overcooked
Portokall,2,Fruta,4.27,14,47,11,7,Ngrirës,-18.0,1.144,0.268,medium,1,8,0,expired
Qepë,1,Perime,1.36,30,40,18,15,Qilar,20.0,0.0,0,low,0,10,0,none
Spinaq,1,Perime,4.75,5,23,4,3,Qilar,20.0,1.339,0.282,medium,1,12,0,spoiled
Qepë,1,Perime,2.45,30,40,26,9,Ngrirës,-18.0,0.488,0.199,low,0,7,0,expired
Limon,2,Fruta,1.97,21,29,15,10,Raft,20.0,0.0,0,low,0,11,0,none
Gjalpë,4,Bulmet,3.07,30,717,10,19,Frigorifer,4.0,1.05,0.342,low,0,16,0,expired
Oriz,5,Drithëra,2.31,365,130,117,252,Raft,20.0,0.665,0.288,low,0,7,0,other
Tërshërë,5,Drithëra,7.71,180,389,84,99,Frigorifer,4.0,0.979,0.127,low,0,12,0,expired
Portokall,2,Fruta,0.4,14,47,1,12,Qilar,20.0,0.077,0.192,low,0,15,0,overcooked
Qepë,1,Perime,9.76,30,40,6,24,Qilar,20.0,0.761,0.078,low,0,6,0,spoiled
Kastravec,1,Perime,2.04,7,16,2,6,Frigorifer,4.0,0.822,0.403,medium,1,1,0,other
Oriz,5,Drithëra,7.9,365,130,56,311,Ngrirës,-18.0,1.722,0.218,low,0,12,0,spoiled
Qumësht,4,Bulmet,9.77,5,42,4,4,Frigorifer,4.0,2.442,0.25,medium,1,4,0,spoiled
Kripë,6,Erëza,1.98,1000,0,545,458,Kuzhinë,20.0,0.109,0.055,low,0,8,0,spoiled
Majdanoz,6,Erëza,5.4,5,36,1,6,Ngrirës,-18.0,0.956,0.177,medium,1,2,0,spoiled
Majdanoz,6,Erëza,5.13,5,36,4,5,Kuzhinë,20.0,1.621,0.316,medium,1,20,0,spoiled
Qumësht,4,Bulmet,3.94,5,42,5,5,Qilar,20.0,1.418,0.36,medium,1,16,1,spoiled
Limon,2,Fruta,7.15,21,29,16,9,Qilar,20.0,0.443,0.062,low,0,19,1,expired
Speca,1,Perime,2.27,10,31,3,11,Ngrirës,-18.0,0.0,0,low,0,13,0,none
Banane,2,Fruta,4.31,6,89,3,2,Raft,20.0,3.159,0.733,high,2,3,0,expired
Banane,2,Fruta,4.5,6,89,2,4,Raft,20.0,1.093,0.243,medium,1,2,1,overcooked
Mish viçi,3,Mish,4.57,4,250,3,4,Qilar,20.0,0.832,0.182,medium,1,13,0,spoiled
Vezë,3,Mish,2.41,21,155,20,-1,Qilar,20.0,1.759,0.73,high,2,3,0,expired
Kripë,6,Erëza,2.84,1000,0,233,765,Raft,20.0,0.579,0.204,low,0,7,0,spoiled
Pasta,5,Drithëra,3.36,365,131,154,212,Ngrirës,-18.0,0.659,0.196,low,0,20,0,overcooked
Domate,1,Perime,7.72,7,18,4,5,Kuzhinë,20.0,2.563,0.332,medium,1,19,0,other
Oriz,5,Drithëra,5.18,365,130,76,292,Ngrirës,-18.0,0.0,0,low,0,8,0,none
Salmon,3,Mish,2.41,2,208,2,5,Kuzhinë,20.0,0.75,0.311,medium,1,11,0,overcooked
Majdanoz,6,Erëza,1.96,5,36,5,3,Ngrirës,-18.0,0.118,0.06,medium,1,15,1,expired
Portokall,2,Fruta,1.48,14,47,13,0,Kuzhinë,20.0,0.764,0.516,high,2,12,0,spoiled
Mish viçi,3,Mish,4.31,4,250,3,6,Qilar,20.0,2.289,0.531,medium,1,11,0,expired
Spinaq,1,Perime,1.62,5,23,2,6,Kuzhinë,20.0,0.65,0.401,medium,1,3,1,spoiled
Salmon,3,Mish,1.18,2,208,2,4,Qilar,20.0,0.339,0.287,medium,1,3,0,expired
Pasta,5,Drithëra,5.57,365,131,16,353,Kuzhinë,20.0,1.108,0.199,low,0,10,0,spoiled
Banane,2,Fruta,6.63,6,89,0,10,Frigorifer,4.0,0.776,0.117,low,0,12,0,spoiled
Limon,2,Fruta,8.61,21,29,13,11,Raft,20.0,1.205,0.14,low,0,14,1,expired
Mish pule,3,Mish,9.56,3,165,1,1,Ngrirës,-18.0,6.319,0.661,high,2,10,1,other
Kastravec,1,Perime,6.08,7,16,4,3,Qilar,20.0,0.438,0.072,medium,1,7,0,spoiled
Vezë,3,Mish,0.73,21,155,12,9,Raft,20.0,0.07,0.096,low,0,11,1,other
Vezë,3,Mish,5.8,21,155,2,20,Qilar,20.0,0.0,0,low,0,10,1,none
Gjalpë,4,Bulmet,8.25,30,717,27,2,Kuzhinë,20.0,2.747,0.333,high,2,8,0,other
Vezë,3,Mish,3.91,21,155,21,-1,Frigorifer,4.0,2.264,0.579,high,2,8,0,overcooked
Oriz,5,Drithëra,5.42,365,130,341,22,Ngrirës,-18.0,0.195,0.036,low,0,16,1,none
Vaj ulliri,6,Erëza,5.57,365,884,188,175,Qilar,20.0,0.59,0.106,low,0,14,1,spoiled
Mollë,2,Fruta,2.15,21,52,1,24,Frigorifer,4.0,0.0,0,low,0,3,1,none
Mish pule,3,Mish,3.5,3,165,3,0,Frigorifer,4.0,2.037,0.582,high,2,5,0,other
Salmon,3,Mish,4.67,2,208,0,7,Ngrirës,-18.0,1.462,0.313,medium,1,15,0,other
Piper,6,Erëza,2.86,1000,251,165,834,Ngrirës,-18.0,0.595,0.208,low,0,10,0,other
Kastravec,1,Perime,0.87,7,16,0,8,Ngrirës,-18.0,0.0,0,low,0,15,0,none
Kastravec,1,Perime,2.25,7,16,0,12,Raft,20.0,0.335,0.149,low,0,4,1,overcooked
Vezë,3,Mish,0.62,21,155,0,18,Kuzhinë,20.0,0.203,0.327,low,0,7,0,overcooked
Lakër,1,Perime,2.08,14,25,0,17,Ngrirës,-18.0,0.26,0.125,low,0,3,0,expired
Kripë,6,Erëza,8.37,1000,0,680,319,Ngrirës,-18.0,0.87,0.104,low,0,2,1,expired
Piper,6,Erëza,3.34,1000,251,575,425,Kuzhinë,20.0,0.0,0,low,0,14,0,none
Lakër,1,Perime,2.22,14,25,5,11,Ngrirës,-18.0,0.0,0,low,0,1,1,none
Oriz,5,Drithëra,3.23,365,130,199,166,Qilar,20.0,0.149,0.046,low,0,20,0,none
Qepë,1,Perime,0.77,30,40,6,27,Qilar,20.0,0.088,0.114,low,0,20,1,expired
Bukë,5,Drithëra,5.41,3,265,1,3,Kuzhinë,20.0,2.683,0.496,medium,1,5,0,spoiled
Oriz,5,Drithëra,7.64,365,130,352,15,Kuzhinë,20.0,0.367,0.048,low,0,3,0,none
Domate,1,Perime,6.12,7,18,7,3,Raft,20.0,0.33,0.054,medium,1,19,0,spoiled
Domate,1,Perime,6.2,7,18,1,7,Ngrirës,-18.0,1.755,0.283,medium,1,14,0,expired
Qepë,1,Perime,1.46,30,40,15,16,Frigorifer,4.0,0.209,0.143,low,0,8,1,overcooked
Spinaq,1,Perime,2.85,5,23,5,-3,Raft,20.0,2.106,0.739,high,2,14,0,expired
Lakër,1,Perime,8.48,14,25,5,11,Ngrirës,-18.0,0.924,0.109,low,0,8,1,overcooked
Kastravec,1,Perime,4.48,7,16,0,5,Kuzhinë,20.0,2.182,0.487,medium,1,3,0,expired
Oriz,5,Drithëra,9.92,365,130,104,260,Ngrirës,-18.0,2.668,0.269,low,0,8,0,other
Tërshërë,5,Drithëra,4.72,180,389,42,138,Ngrirës,-18.0,0.991,0.21,low,0,14,0,spoiled
Banane,2,Fruta,2.92,6,89,3,3,Frigorifer,4.0,0.771,0.264,medium,1,12,1,other
Kastravec,1,Perime,4.76,7,16,6,6,Raft,20.0,2.661,0.559,medium,1,14,0,other
Domate,1,Perime,7.64,7,18,6,-1,Raft,20.0,4.729,0.619,high,2,18,0,spoiled
Mollë,2,Fruta,3.87,21,52,9,16,Qilar,20.0,0.0,0,low,0,13,1,none
Patate,1,Perime,3.4,45,77,45,4,Frigorifer,4.0,1.401,0.412,medium,1,1,0,other
Mish pule,3,Mish,9.26,3,165,3,2,Kuzhinë,20.0,8.473,0.915,high,2,16,0,expired
Mish viçi,3,Mish,8.86,4,250,0,7,Kuzhinë,20.0,3.376,0.381,medium,1,9,0,other
Oriz,5,Drithëra,6.92,365,130,356,6,Kuzhinë,20.0,1.82,0.263,medium,1,14,0,spoiled
Salmon,3,Mish,0.44,2,208,1,-2,Qilar,20.0,0.233,0.53,high,2,20,1,spoiled
Mollë,2,Fruta,2.55,21,52,18,2,Frigorifer,4.0,1.01,0.396,high,2,4,0,other
Mish pule,3,Mish,7.09,3,165,0,8,Ngrirës,-18.0,2.545,0.359,low,0,14,0,overcooked
Qumësht,4,Bulmet,9.68,5,42,5,3,Raft,20.0,1.316,0.136,medium,1,10,1,expired
Karrota,1,Perime,6.4,30,41,24,8,Ngrirës,-18.0,0.941,0.147,low,0,13,0,expired
Kastravec,1,Perime,8.18,7,16,0,5,Frigorifer,4.0,1.562,0.191,medium,1,14,1,overcooked
Tërshërë,5,Drithëra,4.37,180,389,45,137,Kuzhinë,20.0,0.572,0.131,low,0,6,0,other
Kos,4,Bulmet,8.16,7,61,2,5,Frigorifer,4.0,3.052,0.374,medium,1,6,0,overcooked
Majdanoz,6,Erëza,4.15,5,36,5,-2,Qilar,20.0,2.743,0.661,high,2,3,1,expired
Mollë,2,Fruta,0.74,21,52,0,21,Kuzhinë,20.0,0.024,0.033,low,0,16,0,none
Domate,1,Perime,0.7,7,18,0,4,Frigorifer,4.0,0.315,0.45,medium,1,13,0,other
Salmon,3,Mish,7.59,2,208,2,3,Qilar,20.0,3.066,0.404,medium,1,12,0,overcooked
Piper,6,Erëza,2.47,1000,251,369,634,Qilar,20.0,0.156,0.063,low,0,11,0,expired
Vezë,3,Mish,8.72,21,155,12,8,Frigorifer,4.0,1.186,0.136,low,0,20,0,overcooked
Bukë,5,Drithëra,7.54,3,265,1,4,Kuzhinë,20.0,0.618,0.082,medium,1,17,1,spoiled
Domate,1,Perime,9.86,7,18,5,-1,Qilar,20.0,6.586,0.668,high,2,2,0,other
Lakër,1,Perime,6.11,14,25,6,6,Kuzhinë,20.0,0.574,0.094,medium,1,4,1,overcooked
Gjalpë,4,Bulmet,2.03,30,717,4,31,Raft,20.0,0.79,0.389,low,0,17,0,spoiled
Salmon,3,Mish,7.99,2,208,1,6,Kuzhinë,20.0,3.739,0.468,medium,1,4,1,spoiled
Lakër,1,Perime,2.2,14,25,12,0,Frigorifer,4.0,1.291,0.587,high,2,14,0,spoiled
Limon,2,Fruta,9.04,21,29,8,13,Frigorifer,4.0,0.515,0.057,low,0,5,1,expired
Kripë,6,Erëza,6.95,1000,0,892,108,Raft,20.0,0.0,0,low,0,20,0,none
Oriz,5,Drithëra,3.5,365,130,195,175,Ngrirës,-18.0,0.899,0.257,low,0,8,0,expired
Banane,2,Fruta,0.97,6,89,0,8,Raft,20.0,0.064,0.066,low,0,7,0,overcooked
Spinaq,1,Perime,8.55,5,23,3,-1,Ngrirës,-18.0,4.489,0.525,high,2,13,1,overcooked
Vaj ulliri,6,Erëza,3.71,365,884,347,17,Raft,20.0,1.061,0.286,low,0,20,0,expired
Mish pule,3,Mish,0.19,3,165,3,2,Ngrirës,-18.0,0.156,0.821,high,2,16,1,spoiled
Gjalpë,4,Bulmet,2.91,30,717,23,4,Raft,20.0,1.697,0.583,medium,1,11,0,expired
Mollë,2,Fruta,9.97,21,52,18,7,Qilar,20.0,2.283,0.229,medium,1,13,0,overcooked
Spinaq,1,Perime,8.3,5,23,1,4,Frigorifer,4.0,1.851,0.223,medium,1,6,1,other
Banane,2,Fruta,9.85,6,89,5,0,Qilar,20.0,7.772,0.789,high,2,14,1,overcooked
Vaj ulliri,6,Erëza,3.97,365,884,36,334,Qilar,20.0,0.353,0.089,low,0,10,0,other
Karrota,1,Perime,1.4,30,41,24,3,Kuzhinë,20.0,0.613,0.438,medium,1,6,0,other
Bukë,5,Drithëra,4.88,3,265,1,2,Ngrirës,-18.0,1.996,0.409,high,2,7,0,overcooked
Tërshërë,5,Drithëra,8.58,180,389,26,153,Ngrirës,-18.0,0.0,0,low,0,2,0,none
Portokall,2,Fruta,9.74,14,47,2,9,Frigorifer,4.0,3.886,0.399,low,0,17,0,other
Spinaq,1,Perime,6.31,5,23,3,2,Kuzhinë,20.0,4.474,0.709,high,2,10,0,other
Vaj ulliri,6,Erëza,6.95,365,884,343,20,Kuzhinë,20.0,0.862,0.124,low,0,13,0,other
Portokall,2,Fruta,0.21,14,47,1,11,Raft,20.0,0.054,0.255,low,0,8,0,other
Mollë,2,Fruta,6.97,21,52,3,17,Kuzhinë,20.0,1.736,0.249,low,0,16,1,overcooked
Kos,4,Bulmet,1.34,7,61,5,0,Raft,20.0,0.714,0.533,high,2,6,1,expired
Mish pule,3,Mish,5.6,3,165,3,-2,Raft,20.0,1.73,0.309,high,2,19,0,spoiled
Pasta,5,Drithëra,8.99,365,131,92,272,Qilar,20.0,2.364,0.263,low,0,4,0,spoiled
Kos,4,Bulmet,2.14,7,61,2,3,Raft,20.0,0.653,0.305,medium,1,9,0,expired
Karrota,1,Perime,5.11,30,41,11,24,Frigorifer,4.0,1.507,0.295,low,0,8,0,expired
Qumësht,4,Bulmet,9.06,5,42,2,8,Kuzhinë,20.0,4.195,0.463,low,0,5,1,overcooked
Qumësht,4,Bulmet,9.12,5,42,2,8,Frigorifer,4.0,0.0,0,low,0,8,0,none
Speca,1,Perime,1.5,10,31,3,6,Raft,20.0,0.427,0.285,medium,1,18,0,overcooked
Mollë,2,Fruta,1.37,21,52,19,5,Kuzhinë,20.0,0.552,0.403,medium,1,6,1,other
Patate,1,Perime,9.45,45,77,43,5,Ngrirës,-18.0,3.326,0.352,medium,1,18,0,expired
Oriz,5,Drithëra,7.35,365,130,324,41,Raft,20.0,0.419,0.057,low,0,20,0,other
Piper,6,Erëza,1.62,1000,251,806,197,Kuzhinë,20.0,0.0,0,low,0,1,0,none
Patate,1,Perime,2.77,45,77,34,9,Qilar,20.0,0.105,0.038,low,0,3,0,none
Limon,2,Fruta,7.8,21,29,4,17,Qilar,20.0,0.0,0,low,0,1,0,none
Mish pule,3,Mish,9.8,3,165,1,5,Frigorifer,4.0,5.39,0.55,medium,1,6,0,other
Karrota,1,Perime,5.34,30,41,22,9,Raft,20.0,0.117,0.022,low,0,9,0,none
Qepë,1,Perime,1.79,30,40,30,3,Raft,20.0,0.743,0.415,medium,1,18,1,other
Kos,4,Bulmet,1.36,7,61,0,12,Ngrirës,-18.0,0.471,0.346,low,0,5,0,other
Kos,4,Bulmet,7.38,7,61,0,9,Raft,20.0,0.517,0.07,low,0,14,1,spoiled
Vezë,3,Mish,9.86,21,155,14,12,Qilar,20.0,0.0,0,low,0,9,1,none
Qumësht,4,Bulmet,9.42,5,42,1,5,Qilar,20.0,2.43,0.258,medium,1,14,0,expired
Oriz,5,Drithëra,0.89,365,130,122,241,Ngrirës,-18.0,0.046,0.052,low,0,19,0,expired
Tërshërë,5,Drithëra,2.93,180,389,126,51,Raft,20.0,0.741,0.253,low,0,5,1,other
Qumësht,4,Bulmet,6.88,5,42,5,5,Frigorifer,4.0,1.809,0.263,medium,1,13,0,spoiled
Piper,6,Erëza,7.48,1000,251,731,272,Ngrirës,-18.0,0.202,0.027,low,0,17,0,none
Gjalpë,4,Bulmet,4.54,30,717,5,30,Ngrirës,-18.0,0.0,0,low,0,6,0,none
Portokall,2,Fruta,8.41,14,47,8,8,Kuzhinë,20.0,2.103,0.25,low,0,6,0,expired
Limon,2,Fruta,9.15,21,29,7,19,Frigorifer,4.0,0.494,0.054,low,0,10,0,other
Banane,2,Fruta,2.72,6,89,0,9,Raft,20.0,0.343,0.126,low,0,2,1,other
Qepë,1,Perime,3.62,30,40,19,15,Qilar,20.0,0.815,0.225,low,0,10,0,expired
Domate,1,Perime,3.56,7,18,2,8,Kuzhinë,20.0,0.206,0.058,low,0,7,0,spoiled
Mish viçi,3,Mish,1.33,4,250,3,-2,Ngrirës,-18.0,0.871,0.655,high,2,9,0,other
Mish pule,3,Mish,3.81,3,165,2,4,Qilar,20.0,1.695,0.445,medium,1,4,1,other
Kastravec,1,Perime,1.48,7,16,6,-2,Qilar,20.0,0.715,0.483,high,2,7,0,spoiled
Banane,2,Fruta,0.5,6,89,3,6,Ngrirës,-18.0,0.144,0.288,medium,1,7,1,overcooked
Karrota,1,Perime,4.27,30,41,17,17,Ngrirës,-18.0,0.0,0,low,0,11,1,none
Qumësht,4,Bulmet,7.29,5,42,5,3,Frigorifer,4.0,4.053,0.556,medium,1,5,0,overcooked
Qumësht,4,Bulmet,0.24,5,42,5,0,Frigorifer,4.0,0.21,0.877,high,2,11,1,expired
Mish viçi,3,Mish,4.85,4,250,2,6,Raft,20.0,2.124,0.438,medium,1,5,0,spoiled
Mollë,2,Fruta,7.69,21,52,8,13,Kuzhinë,20.0,1.377,0.179,low,0,7,1,expired
Bukë,5,Drithëra,7.33,3,265,1,2,Ngrirës,-18.0,5.864,0.8,high,2,8,0,spoiled
Mish pule,3,Mish,0.48,3,165,1,1,Kuzhinë,20.0,0.284,0.591,high,2,1,0,expired
Majdanoz,6,Erëza,0.6,5,36,3,7,Ngrirës,-18.0,0.136,0.226,medium,1,8,0,other
Salmon,3,Mish,0.71,2,208,1,-2,Qilar,20.0,0.567,0.799,high,2,4,0,overcooked
Mollë,2,Fruta,9.44,21,52,13,8,Frigorifer,4.0,0.755,0.08,low,0,1,0,overcooked
Speca,1,Perime,2.92,10,31,4,4,Kuzhinë,20.0,0.999,0.342,medium,1,6,0,other
Portokall,2,Fruta,3.41,14,47,1,11,Ngrirës,-18.0,0.0,0,low,0,11,0,none
Tërshërë,5,Drithëra,8.12,180,389,150,35,Raft,20.0,0.0,0,low,0,12,0,none
Oriz,5,Drithëra,2.83,365,130,299,69,Raft,20.0,0.456,0.161,low,0,4,0,spoiled
Speca,1,Perime,7.08,10,31,1,7,Raft,20.0,2.386,0.337,medium,1,20,0,overcooked
Tërshërë,5,Drithëra,4.79,180,389,51,134,Ngrirës,-18.0,0.441,0.092,low,0,14,0,overcooked
Portokall,2,Fruta,4.54,14,47,11,1,Kuzhinë,20.0,2.524,0.556,high,2,3,1,other
Qumësht,4,Bulmet,9.32,5,42,4,-2,Ngrirës,-18.0,6.151,0.66,high,2,10,0,expired
Kripë,6,Erëza,9.73,1000,0,194,809,Kuzhinë,20.0,1.985,0.204,low,0,18,0,spoiled
Vezë,3,Mish,7.53,21,155,12,14,Qilar,20.0,0.964,0.128,low,0,7,0,expired
Kastravec,1,Perime,5.76,7,16,0,12,Kuzhinë,20.0,0.0,0,low,0,17,0,none
Banane,2,Fruta,8.54,6,89,2,5,Frigorifer,4.0,1.819,0.213,medium,1,18,0,overcooked
Qepë,1,Perime,6.43,30,40,30,1,Ngrirës,-18.0,3.665,0.57,high,2,9,0,spoiled
Piper,6,Erëza,2.18,1000,251,118,879,Qilar,20.0,0.0,0,low,0,11,0,none
Bukë,5,Drithëra,8.85,3,265,2,0,Kuzhinë,20.0,3.797,0.429,high,2,20,0,overcooked
Qepë,1,Perime,6.3,30,40,0,32,Ngrirës,-18.0,1.102,0.175,low,0,9,0,expired
Tërshërë,5,Drithëra,7.48,180,389,97,84,Raft,20.0,3.605,0.482,low,0,18,0,other
Lakër,1,Perime,3.31,14,25,3,14,Kuzhinë,20.0,0.533,0.161,low,0,12,0,other
Patate,1,Perime,5.01,45,77,29,15,Ngrirës,-18.0,0.952,0.19,low,0,7,1,spoiled
Oriz,5,Drithëra,2.89,365,130,158,206,Raft,20.0,0.89,0.308,low,0,7,0,spoiled
Patate,1,Perime,4.32,45,77,29,19,Frigorifer,4.0,0.0,0,low,0,17,0,none
Tërshërë,5,Drithëra,7.53,180,389,3,175,Frigorifer,4.0,0.587,0.078,low,0,2,0,spoiled
Vaj ulliri,6,Erëza,0.93,365,884,73,289,Frigorifer,4.0,0.113,0.121,low,0,4,0,expired
Speca,1,Perime,1.48,10,31,9,5,Kuzhinë,20.0,0.519,0.351,medium,1,5,0,expired
Djathë,4,Bulmet,6.95,14,264,10,9,Frigorifer,4.0,0.0,0,low,0,1,0,none
Karrota,1,Perime,5.49,30,41,3,32,Frigorifer,4.0,1.197,0.218,low,0,8,0,spoiled
Mish viçi,3,Mish,3.92,4,250,2,3,Ngrirës,-18.0,0.776,0.198,medium,1,13,0,other
Kastravec,1,Perime,9.91,7,16,3,2,Frigorifer,4.0,7.115,0.718,high,2,20,0,expired
Portokall,2,Fruta,9.24,14,47,14,-2,Frigorifer,4.0,5.239,0.567,high,2,20,0,spoiled
Mish viçi,3,Mish,5.35,4,250,4,-1,Qilar,20.0,3.012,0.563,high,2,20,0,overcooked
Karrota,1,Perime,2.78,30,41,15,17,Qilar,20.0,0.064,0.023,low,0,3,0,none
Majdanoz,6,Erëza,9.34,5,36,1,3,Kuzhinë,20.0,2.204,0.236,medium,1,3,0,other
Tërshërë,5,Drithëra,2.86,180,389,23,159,Ngrirës,-18.0,0.672,0.235,low,0,6,1,overcooked
Limon,2,Fruta,4.99,21,29,15,9,Ngrirës,-18.0,0.0,0,low,0,8,1,none
Mish viçi,3,Mish,5.54,4,250,4,5,Kuzhinë,20.0,0.958,0.173,medium,1,18,0,other
Patate,1,Perime,5.85,45,77,26,24,Ngrirës,-18.0,0.0,0,low,0,3,0,none
Portokall,2,Fruta,0.13,14,47,13,-2,Qilar,20.0,0.064,0.492,high,2,18,1,spoiled
Karrota,1,Perime,0.69,30,41,11,21,Ngrirës,-18.0,0.19,0.275,low,0,10,1,spoiled
Piper,6,Erëza,8.55,1000,251,995,8,Ngrirës,-18.0,0.0,0,low,0,7,0,none
Qepë,1,Perime,7.5,30,40,3,26,Kuzhinë,20.0,0.562,0.075,low,0,12,0,expired
Pasta,5,Drithëra,5.86,365,131,244,120,Frigorifer,4.0,0.727,0.124,low,0,5,0,spoiled
Patate,1,Perime,2.53,45,77,0,48,Ngrirës,-18.0,0.395,0.156,low,0,17,0,other
Mish viçi,3,Mish,7.25,4,250,3,-2,Qilar,20.0,4.908,0.677,high,2,4,0,expired
Oriz,5,Drithëra,0.42,365,130,88,282,Kuzhinë,20.0,0.076,0.18,low,0,15,0,overcooked
Bukë,5,Drithëra,2.35,3,265,1,3,Frigorifer,4.0,1.003,0.427,medium,1,17,1,spoiled
Tërshërë,5,Drithëra,2.2,180,389,158,19,Raft,20.0,0.262,0.119,low,0,20,0,other
Salmon,3,Mish,3.2,2,208,2,3,Kuzhinë,20.0,1.261,0.394,medium,1,6,0,overcooked
Oriz,5,Drithëra,4.3,365,130,138,225,Qilar,20.0,0.916,0.213,low,0,1,0,overcooked
Kastravec,1,Perime,5.46,7,16,1,6,Raft,20.0,2.113,0.387,medium,1,1,0,spoiled
Djathë,4,Bulmet,2.1,14,264,14,-3,Raft,20.0,1.268,0.604,high,2,19,0,other
Qepë,1,Perime,0.58,30,40,2,29,Frigorifer,4.0,0.095,0.163,low,0,12,0,other
Qumësht,4,Bulmet,2.03,5,42,3,4,Frigorifer,4.0,1.076,0.53,medium,1,11,1,expired
Qumësht,4,Bulmet,8.09,5,42,1,1,Raft,20.0,4.547,0.562,high,2,13,1,expired
Banane,2,Fruta,1.7,6,89,5,5,Ngrirës,-18.0,0.825,0.485,medium,1,7,0,spoiled
Qumësht,4,Bulmet,5.21,5,42,5,5,Qilar,20.0,2.084,0.4,medium,1,15,0,overcooked
Banane,2,Fruta,3.67,6,89,6,3,Kuzhinë,20.0,1.941,0.529,medium,1,8,0,expired
Spinaq,1,Perime,5.71,5,23,3,0,Frigorifer,4.0,3.763,0.659,high,2,5,0,expired
Salmon,3,Mish,1.03,2,208,1,0,Qilar,20.0,0.701,0.681,high,2,19,0,overcooked
Patate,1,Perime,0.8,45,77,45,4,Qilar,20.0,0.211,0.264,medium,1,16,0,other
Oriz,5,Drithëra,9.25,365,130,63,306,Kuzhinë,20.0,3.589,0.388,low,0,14,0,other
Portokall,2,Fruta,5.17,14,47,9,7,Qilar,20.0,1.928,0.373,medium,1,3,1,other
Mollë,2,Fruta,8.79,21,52,21,-3,Ngrirës,-18.0,3.894,0.443,high,2,18,0,spoiled
Majdanoz,6,Erëza,1.14,5,36,3,1,Raft,20.0,0.515,0.452,high,2,13,0,spoiled
Mish pule,3,Mish,8.75,3,165,0,5,Kuzhinë,20.0,0.787,0.09,medium,1,4,0,spoiled
Tërshërë,5,Drithëra,1.17,180,389,101,82,Ngrirës,-18.0,0.171,0.146,low,0,13,0,expired
Limon,2,Fruta,3.49,21,29,19,6,Frigorifer,4.0,1.246,0.357,medium,1,9,1,expired
Djathë,4,Bulmet,1.64,14,264,7,6,Ngrirës,-18.0,0.886,0.54,medium,1,11,0,other
Qepë,1,Perime,9.37,30,40,11,22,Ngrirës,-18.0,1.902,0.203,low,0,1,1,overcooked
Mollë,2,Fruta,6.39,21,52,2,18,Frigorifer,4.0,0.55,0.086,low,0,9,1,expired
Banane,2,Fruta,8.75,6,89,3,6,Qilar,20.0,0.691,0.079,medium,1,6,0,expired
Mish viçi,3,Mish,3.49,4,250,2,1,Ngrirës,-18.0,1.972,0.565,high,2,12,1,other
Salmon,3,Mish,5.4,2,208,0,5,Kuzhinë,20.0,0.859,0.159,medium,1,1,0,expired
Tërshërë,5,Drithëra,6.71,180,389,157,22,Qilar,20.0,1.892,0.282,low,0,11,0,spoiled
Vezë,3,Mish,9.34,21,155,15,8,Kuzhinë,20.0,3.736,0.4,low,0,9,0,other
Piper,6,Erëza,8.59,1000,251,649,355,Raft,20.0,3.092,0.36,low,0,4,0,spoiled
Tërshërë,5,Drithëra,9.79,180,389,107,78,Ngrirës,-18.0,1.282,0.131,low,0,12,0,spoiled
Pasta,5,Drithëra,5.81,365,131,7,360,Qilar,20.0,0.0,0,low,0,1,0,none
Banane,2,Fruta,5.07,6,89,6,-2,Kuzhinë,20.0,2.697,0.532,high,2,14,1,overcooked
Portokall,2,Fruta,8.3,14,47,6,13,Qilar,20.0,0.0,0,low,0,4,0,none
Vezë,3,Mish,4.34,21,155,5,21,Kuzhinë,20.0,0.0,0,low,0,10,1,none
